County;Municipality;Site_ID;Site_name;Site_type;Collected;Lab_ID;BP;SD;From;To;%;?C13;Context;Material;Material_type;Reference
Troendelag;Rennebu;10529;Bukkhammeren;Rockshelter;1980;T-4172;6130;110;-5315;-4795;95.4;N/A;Kullag_5;Charcoal;pinus;Gustafson_1990
Troendelag;Rennebu;10529;Bukkhammeren;Rockshelter;1980;T-4173;4870;100;-3942;-3377;95.4;N/A;Kullag_4;Charcoal;betula;Gustafson_1990
Troendelag;Rennebu;10529;Bukkhammeren;Rockshelter;1980;T-7744;4200;70;-2917;-2579;95.4;N/A;Kullag_3b;Charcoal;betula;Gustafson_1990
Troendelag;Rennebu;10529;Bukkhammeren;Rockshelter;1980;UA-773;3680;120;-2457;-1764;95.4;N/A;Gravningslag_4;Unburnt_wood;Unknown;Gustafson_1990
Troendelag;Rennebu;10529;Bukkhammeren;Rockshelter;1980;UA-772;3550;130;-2282;-1545;95.4;N/A;Gravningslag_3;Bone;castor_fiber;Gustafson_1990
Troendelag;Rennebu;10529;Bukkhammeren;Rockshelter;1980;UA-770;3440;115;-2113;-1461;95.4;N/A;Gravningslag_7;Bone;castor_fiber;Gustafson_1990
Troendelag;Rennebu;10529;Bukkhammeren;Rockshelter;1980;T-7745;3010;70;-1423;-1047;95.4;N/A;Gravningslag_7;Charcoal;pinus;Gustafson_1990
Troendelag;Snillfjord;10534;aa;Grave;1970;T-989;3370;170;-2137;-1272;95.4;N/A;Original_surface_under_Barrow_8;Charcoal;Unknown;Gulliksen_et_al._1975
Troendelag;Steinkjer;10537;Froeset;Midden;2006;Tua-7214;4685;30;-3626;-3370;95.4;N/A;Midden;Charcoal;Unknown;Asprem_2012
Troendelag;Steinkjer;10537;Froeset;Midden;2006;T-19462;4475;55;-3357;-2942;95.4;N/A;Midden;Shell;Unknown;Asprem_2012
Troendelag;Steinkjer;10538;Hammersvolden;Midden;2006;Tua-7564;3895;40;-2476;-2211;95.5;N/A;Midden;Tooth;Bos_domesticus;Asprem_2012
Troendelag;Steinkjer;10538;Hammersvolden;Midden;2006;Tua-7517;3650;30;-2135;-1939;95.4;N/A;Midden;Bone;Unknown;Asprem_2012
Troendelag;Steinkjer;10538;Hammersvolden;Midden;2006;Tua-7516;3310;65;-1744;-1446;95.4;N/A;Midden;Bone;Unknown;Asprem_2012
Troendelag;Steinkjer;10539;Sund;Settlement;1968;T-747;3300;100;-1879;-1329;95.4;N/A;Cranium_homo_sapiens;Bone;Homo_sapiens;Nydal_et_al._1972
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-229;4085;35;-2862;-2493;95.4;N/A;Kokegrop;Charcoal;corylus_nutshell;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-211;3880;30;-2467;-2236;95.4;N/A;Hearth;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-230;3850;30;-2458;-2207;95.4;N/A;Kokegrop;Charcoal;corylus_nutshell;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-223;3665;35;-2141;-1942;95.4;N/A;Stolpehull_Hus_III;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-218;3650;35;-2137;-1930;95.4;N/A;Stolpehull_Hus_II;Charcoal;salix,_salix/populus;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-217;3570;30;-2022;-1781;95.4;N/A;Stolpehull_Hus_II;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-227;3550;30;-2009;-1772;95.4;N/A;Kokegrop;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-224;3515;35;-1936;-1746;95.4;N/A;Stolpehull_Hus_III;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-216;3215;40;-1608;-1416;95.4;N/A;Stolpehull_Hus_II;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-212;3175;30;-1506;-1402;95.4;N/A;Stolpehull_Hus_I;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-213;3170;30;-1505;-1396;95.4;N/A;Stolpehull_Hus_III;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-221;3165;35;-1508;-1318;95.4;N/A;Stolpehull_Hus_I;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-214;3135;30;-1496;-1302;95.4;N/A;Stolpehull_Hus_I;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-220;3120;30;-1451;-1291;95.4;N/A;Kokegrop;Charcoal;betula;Rullestad_2010
Troendelag;Stjoerdal;10541;Huseby_oestre;Settlement;2009;Tra-215;3075;40;-1427;-1231;95.4;N/A;Stolpehull_Hus_I;Charcoal;betula;Rullestad_2010
Vestfold_og_Telemark;Bamble;10471;Doerdal;Stone_Age;2015;Beta-417123;7120;30;-6057;-5921;95.4;N/A;Ildsted_A792;Charcoal;Pinus;Solheim_2017
Vestfold_og_Telemark;Bamble;10471;Doerdal;Stone_Age;2015;Beta-417122;7070;30;-6010;-5895;95.4;N/A;Ildsted_A1134;Charcoal;Pinus;Solheim_2017
Vestfold_og_Telemark;Bamble;10471;Doerdal;Stone_Age;2015;Ua-53183;7050;31;-6006;-5878;95.4;N/A;Ildsted_A792;Charcoal;Pinus;Solheim_2017
Vestfold_og_Telemark;Bamble;10471;Doerdal;Stone_Age;2015;Ua-53184;6956;31;-5967;-5744;95.4;N/A;Ildsted_A1134;Charcoal;Pinus;Solheim_2017
Vestfold_og_Telemark;Bamble;10472;Hegna_Vest_1;Stone_Age;2013-2015;Ua-50485;8788;34;-8167;-7717;95.4;N/A;Ildsted;Charcoal;salix/populus;Solheim_2017
Vestfold_og_Telemark;Bamble;10472;Hegna_Vest_1;Stone_Age;2013-2015;Ua-51462;8732;40;-7938;-7608;95.4;N/A;Ildsted;Charcoal;salix;Solheim_2017
Vestfold_og_Telemark;Bamble;10472;Hegna_Vest_1;Stone_Age;2013-2015;Ua-51466;6818;36;-5756;-5636;95.4;N/A;Grop;Charcoal;salix;Solheim_2017
Vestfold_og_Telemark;Bamble;10472;Hegna_Vest_1;Stone_Age;2013-2015;Ua-51461;3318;32;-1683;-1516;95.4;N/A;Grop;Charcoal;alnus;Solheim_2017
Vestfold_og_Telemark;Bamble;10473;Hegna_Vest_2;Stone_Age;2013-2015;Ua-50497;8708;38;-7934;-7598;95.4;N/A;Kokegrop;Charcoal;pinus;Solheim_2017
Vestfold_og_Telemark;Bamble;10473;Hegna_Vest_2;Stone_Age;2013-2015;Ua-53190;4900;30;-3761;-3638;95.4;N/A;Mekanisk_lag;Bone;mammalia;Solheim_2017
Vestfold_og_Telemark;Bamble;10473;Hegna_Vest_2;Stone_Age;2013-2015;Ua-53188;3863;57;-2475;-2146;95.4;N/A;Grop;Bone;castor_fiber;Solheim_2017
Vestfold_og_Telemark;Bamble;10473;Hegna_Vest_2;Stone_Age;2013-2015;Ua-53187;3789;60;-2457;-2037;95.4;N/A;Grop;Bone;sus/canis;Solheim_2017
Vestfold_og_Telemark;Bamble;10473;Hegna_Vest_2;Stone_Age;2013-2015;Ua-50494;3337;27;-1690;-1531;95.4;N/A;Grop;Charcoal;pinus;Solheim_2017
Vestfold_og_Telemark;Bamble;10473;Hegna_Vest_2;Stone_Age;2013-2015;Ua-51469;3121;31;-1488;-1292;95.4;N/A;Grop;Charcoal;fraxinus;Solheim_2017
Vestfold_og_Telemark;Bamble;10473;Hegna_Vest_2;Stone_Age;2013-2015;Ua-51470;3083;31;-1421;-1265;95.4;N/A;Steinpakning;Charcoal;fraxinus;Solheim_2017
Vestfold_og_Telemark;Bamble;10473;Hegna_Vest_2;Stone_Age;2013-2015;Ua-53189;3083;29;-1418;-1268;95.4;N/A;Grop;Bone;mammalia;Solheim_2017
Vestfold_og_Telemark;Bamble;10473;Hegna_Vest_2;Stone_Age;2013-2015;Ua-53191;3079;28;-1415;-1266;95.4;N/A;Mekanisk_lag;Bone;ovis/capra;Solheim_2017
Vestfold_og_Telemark;Bamble;10645;Hegna_Vest_3;Stone_Age;2013-2015;Ua-51471;8679;39;-7786;-7593;95.4;N/A;Cooking_pit;Charcoal;Salix;Solheim_2017
Vestfold_og_Telemark;Bamble;10646;Hegna_oest_2;Stone_Age;2013-2015;Ua-50501;6318;26;-5354;-5222;95.4;N/A;Cooking_pit;Charcoal;pinus;Solheim_2017
Vestfold_og_Telemark;Bamble;10475;Hydal_4;Stone_Age;2013-2014;Ua-51477;6049;36;-5042;-4845;95.4;N/A;Mekanisk_lag;Charcoal;corylus_nutshell;Solheim_2017
Vestfold_og_Telemark;Bamble;10475;Hydal_4;Stone_Age;2013-2014;Ua-51476;5944;35;-4931;-4725;95.4;N/A;Ildsted;Charcoal;Quercus;Solheim_2017
Vestfold_og_Telemark;Bamble;10648;Hydal_5;Stone_Age;2013-2015;Ua-51479;3053;34;-1408;-1224;95.4;N/A;Cooking_pit;Charcoal;Salix;Solheim_2017
Vestfold_og_Telemark;Bamble;10650;Hydal_8;Stone_Age;2013-2015;Ua-50512;3408;24;-1760;-1635;95.4;N/A;Cooking_pit;Charcoal;populus;Solheim_2017
Vestfold_og_Telemark;Bamble;10650;Hydal_8;Stone_Age;2013-2015;Ua-50513;3178;22;-1499;-1418;95.4;N/A;Cooking_pit;Charcoal;Pomoideae;Solheim_2017
Vestfold_og_Telemark;Bamble;10640;Rugtvet;Stone_Age;1992;Ua-3667;5950;60;-4987;-4711;95.4;N/A;Hearth_2_(K2_N4);Charcoal;Unknown;Solheim_2017
Vestfold_og_Telemark;Bamble;10640;Rugtvet;Stone_Age;1992;Ua-3669;5860;75;-4931;-4541;95.4;N/A;Hearth_4_(K4_N1)_(Lower_than_K3);Charcoal;Unknown;Solheim_2017
Vestfold_og_Telemark;Bamble;10640;Rugtvet;Stone_Age;1992;Ua-3668;5505;65;-4487;-4236;95.4;N/A;Hearth_3_(K3_N7)_(Higher_than_K4);Charcoal;Unknown;Solheim_2017
Vestfold_og_Telemark;Bamble;10476;Stokke/Polland_1;Stone_Age;2013;Ua-48259;5353;101;-4362;-3969;95.4;N/A;Kokegrop;Charcoal;corylus;Solheim_2017
Vestfold_og_Telemark;Bamble;10476;Stokke/Polland_1;Stone_Age;2013;Ua-48264;4911;39;-3769;-3641;95.4;N/A;Kokegrop;Charcoal;ulmus;Solheim_2017
Vestfold_og_Telemark;Bamble;10476;Stokke/Polland_1;Stone_Age;2013;Ua-48265;4667;39;-3626;-3362;95.4;N/A;Nedgravning;Charcoal;corylus;Solheim_2017
Vestfold_og_Telemark;Bamble;10476;Stokke/Polland_1;Stone_Age;2013;Ua-48262;4583;38;-3501;-3106;95.4;N/A;Kokegrop;Charcoal;salix;Solheim_2017
Vestfold_og_Telemark;Bamble;10651;Stokke/Polland_5;Stone_Age;2013;Ua-48256;6196;40;-5294;-5038;95.4;N/A;Cooking_pit;Charcoal;alnus;Solheim_2017
Vestfold_og_Telemark;Bamble;10651;Stokke/Polland_5;Stone_Age;2013;Ua-48258;6177;42;-5286;-5000;95.4;N/A;Cooking_pit;Charcoal;corylus;Solheim_2017
Vestfold_og_Telemark;Bamble;10651;Stokke/Polland_5;Stone_Age;2013;Ua-48257;6098;40;-5208;-4910;95.4;N/A;Cooking_pit;Charcoal;Pomoideae;Solheim_2017
Vestfold_og_Telemark;Bamble;10652;Stokke/Polland_8;Stone_Age;2013;Ua-51480;6215;36;-5299;-5058;95.4;N/A;Cooking_pit;Charcoal;Betula;Solheim_2017
Vestfold_og_Telemark;Borre;10574;Frebergsvik;Stone_Age;1969;T-970;3850;110;-2619;-1977;95.4;N/A;Layer_(0,23-0,25_m_depth);Charcoal;Unknown;Nydal_et_al._1972
Vestfold_og_Telemark;Fyresdal;10477;Fistoeylvatn_I;Stone_Age;1961;T-445;6770;130;-5971;-5481;95.4;N/A;Layer;Charcoal;Charcoal;Nydal_et_al._1970
Vestfold_og_Telemark;Horten;10575;Skoppum;Stone_Age;2013;Ua-47913;4959;34;-3798;-3654;95.4;N/A;Groeft_S2001;Charcoal;pinus;Carrasco_2015
Vestfold_og_Telemark;Larvik;10577;Elgesem_46;Settlement;2006;Beta-236873;3520;40;-1951;-1703;95.4;N/A;Kokegrop;Charcoal;Unknown;Gjerpe_2008
Vestfold_og_Telemark;Larvik;10580;Nordby_1;Settlement;2006;Tua-6513;3945;40;-2570;-2301;95.4;N/A;Stolpehull;Charcoal;;Gjerpe_og_Bukkemoen_2008a
Vestfold_og_Telemark;Larvik;10580;Nordby_1;Settlement;2006;Tua-6517;3555;35;-2016;-1771;95.4;N/A;Hus_1;Charred_cereal_grain;Hordeum_vulgare;Gjerpe_og_Bukkemoen_2008a
Vestfold_og_Telemark;Larvik;10580;Nordby_1;Settlement;2006;Tua-6516;3550;35;-2011;-1771;95.4;N/A;Hus_1;Charred_cereal_grain;Hordeum_vulgare;Gjerpe_og_Bukkemoen_2008a
Vestfold_og_Telemark;Larvik;10580;Nordby_1;Settlement;2006;Tua-6518;3465;35;-1885;-1691;95.4;N/A;Hus_1;Charred_cereal_grain;Hordeum_vulgare;Gjerpe_og_Bukkemoen_2008a
Vestfold_og_Telemark;Larvik;10580;Nordby_1;Settlement;2006;Beta-238363;3250;40;-1617;-1440;95.4;N/A;Hus_2;Charred_cereal_grain;Unknown;Gjerpe_og_Bukkemoen_2008a
Vestfold_og_Telemark;Larvik;10581;Nordby_2;Settlement;2006;Tua-6550;3665;45;-2196;-1921;95.4;N/A;Stolpehull;Charcoal;Charcoal;Gjerpe_og_Bukkemoen_2008a
Vestfold_og_Telemark;Larvik;10582;Nordby_52;Rockshelter;2006;Tua-6307;6260;35;-5318;-5079;95.4;N/A;Ildsted_S35185;Charcoal;Unknown;Gjerpe_og_Bukkemoen_2008b
Vestfold_og_Telemark;Larvik;10582;Nordby_52;Rockshelter;2006;Tua-6308;6190;35;-5288;-5030;95.4;N/A;Ildsted_S36136;Charcoal;Unknown;Gjerpe_og_Bukkemoen_2008b
Vestfold_og_Telemark;Larvik;10582;Nordby_52;Rockshelter;2006;T-18778;6155;130;-5462;-4780;95.4;N/A;Ildsted_S35213;Charcoal;Unknown;Gjerpe_og_Bukkemoen_2008b
Vestfold_og_Telemark;Larvik;10582;Nordby_52;Rockshelter;2006;Tua-6305;6150;40;-5216;-4993;95.4;N/A;Ildsted_S35216;Charcoal;betula;Gjerpe_og_Bukkemoen_2008b
Vestfold_og_Telemark;Larvik;10582;Nordby_52;Rockshelter;2006;Tua-6306;6140;30;-5209;-5002;95.4;N/A;Ildsted__S35212;Charcoal;Unknown;Gjerpe_og_Bukkemoen_2008b
Vestfold_og_Telemark;Larvik;10582;Nordby_52;Rockshelter;2006;Tua-6304;6140;35;-5211;-4996;95.4;N/A;Ildsted_S35215;Charcoal;Unknown;Gjerpe_og_Bukkemoen_2008b
Vestfold_og_Telemark;Larvik;10582;Nordby_52;Rockshelter;2006;T-18777;5960;100;-5206;-4586;95.5;N/A;Ildsted_S35211;Charcoal;Unknown;Gjerpe_og_Bukkemoen_2008b
Vestfold_og_Telemark;Larvik;10582;Nordby_52;Rockshelter;2006;Tua-6554;4725;45;-3635;-3375;95.4;N/A;Lag;Charcoal;hardwood_(not_quercus);Gjerpe_og_Bukkemoen_2008b
Vestfold_og_Telemark;Larvik;10582;Nordby_52;Rockshelter;2006;Tua-6692;3670;35;-2190;-1946;95.4;N/A;Lag;Bone;castor_fiber?;Gjerpe_og_Bukkemoen_2008b
Vestfold_og_Telemark;Larvik;10583;Roedboel_19;Settlement;2006;Tua-5865;4880;50;-3777;-3534;95.4;N/A;Stolpehull_S16239;Charcoal;corylus_nutshell;Gjerpe_2008
Vestfold_og_Telemark;Larvik;10584;Santrahelleren;Artefact;1991;Tua-667;3725;80;-2435;-1905;95.4;N/A;Keramikk;Pottery;Lipid_inside;oestmo_2008
Vestfold_og_Telemark;Larvik;10585;Seierstad_7;Settlement;2006;Tua-6351;3575;25;-2021;-1831;95.4;N/A;Nedgravning_S39022;Charcoal;quercus;Samdal_og_Pettersson_2008
Vestfold_og_Telemark;Larvik;10585;Seierstad_7;Settlement;2006;Tua-6357;3460;35;-1882;-1691;95.4;N/A;Hulvei?;Charcoal;betula,_corylus;Samdal_og_Pettersson_2008
Vestfold_og_Telemark;Larvik;10589;Solum_3;Stone_Age;2011;Ua-47125;3622;34;-2126;-1892;95.4;N/A;Lag;Bone;Unknown;Fossum_2014
Vestfold_og_Telemark;Larvik;10590;Torsroed;Stone_Age;1972;T-1425;5350;70;-4336;-4001;95.4;N/A;Pit;Charcoal;Charcoal;Gulliksen_et_al._1978
Vestfold_og_Telemark;Porsgrunn;10479;Gunnarsroed_10;Stone_Age;2011;Uba-19128;5778;31;-4708;-4548;95.4;N/A;Hearth;Charcoal;betula;Reitan_and_Fossum_2014
Vestfold_og_Telemark;Porsgrunn;10480;Gunnarsroed_5;Stone_Age;2011;UBA-19147;7582;47;-6565;-6369;95.4;N/A;Ildsted_A1206;Charcoal;corylus_nutshell;Reitan_2014a
Vestfold_og_Telemark;Porsgrunn;10480;Gunnarsroed_5;Stone_Age;2011;UBA-19160;7336;38;-6338;-6076;95.4;N/A;Pit_A1420;Charcoal;Betula;Reitan_2014a
Vestfold_og_Telemark;Porsgrunn;10480;Gunnarsroed_5;Stone_Age;2011;UBA-19160;4716;31;-3632;-3376;95.4;N/A;Grop_A1519;Charcoal;betula,_corylus,_nutshell;Reitan_2014a
Vestfold_og_Telemark;Porsgrunn;10480;Gunnarsroed_5;Artefact;2011;LuS10842;3600;60;-2136;-1773;95.4;N/A;Keramikk_A1519;Pottery;Ash_in_ware;Reitan_2014a
Vestfold_og_Telemark;Porsgrunn;10481;Langangen_Vestgaard_3;Stone_Age;2010;Tra-2248;5910;10;-4826;-4726;95.4;N/A;Kokegrop_S3;Charcoal;pinus;Eggen_2014
Vestfold_og_Telemark;Porsgrunn;10481;Langangen_Vestgaard_3;Stone_Age;2010;Tra-2246;5400;55;-4348;-4057;95.4;N/A;Kokegrop_S2;Charcoal;pinus;Eggen_2014
Vestfold_og_Telemark;Porsgrunn;10481;Langangen_Vestgaard_3;Stone_Age;2010;Tra-2247;5325;50;-4323;-4003;95.4;N/A;Kokegrop_S2;Charcoal;pinus;Eggen_2014
Vestfold_og_Telemark;Porsgrunn;10481;Langangen_Vestgaard_3;Stone_Age;2010;Tra-2249;5325;45;-4322;-4005;95.4;N/A;Kokegrop_S4;Charcoal;betula;Eggen_2014
Vestfold_og_Telemark;Porsgrunn;10481;Langangen_Vestgaard_3;Stone_Age;2010;Tra-2250;5325;50;-4323;-4003;95.4;N/A;Kokegrop_S4;Charcoal;betula;Eggen_2014
Vestfold_og_Telemark;Porsgrunn;10481;Langangen_Vestgaard_3;Stone_Age;2010;Tra-4126;5095;45;-3978;-3787;95.4;N/A;Kokegrop_S3;Charcoal;pinus;Eggen_2014
Vestfold_og_Telemark;Porsgrunn;10482;Langangen_Vestgaard_5;Stone_Age;2010;Tra-2255;5695;50;-4688;-4404;95.4;N/A;Kokegrop_A2800;Charcoal;pinus;Reitan_2014b
Vestfold_og_Telemark;Porsgrunn;10482;Langangen_Vestgaard_5;Stone_Age;2010;Tra-2254;5645;45;-4580;-4360;95.4;N/A;Kokegrop_A2821;Charcoal;pinus;Reitan_2014b
Vestfold_og_Telemark;Porsgrunn;10482;Langangen_Vestgaard_5;Stone_Age;2010;Tra-2257;5085;50;-3981;-3766;95.4;N/A;Kokegrop_A395;Charcoal;betula,_tilia;Reitan_2014b
Vestfold_og_Telemark;Porsgrunn;10482;Langangen_Vestgaard_5;Stone_Age;2010;Tra-2256;5015;55;-3955;-3695;95.4;N/A;Kokegrop_A2300;Charcoal;Unknown;Reitan_2014b
Vestfold_og_Telemark;Porsgrunn;10482;Langangen_Vestgaard_5;Stone_Age;2010;Tra-2252;5005;45;-3946;-3696;95.4;N/A;Kokegrop_A2329;Charcoal;betula,_corylus;Reitan_2014b
Vestfold_og_Telemark;Porsgrunn;10482;Langangen_Vestgaard_5;Stone_Age;2010;UBA-19135;3066;25;-1411;-1261;95.4;N/A;Kokegrop?_A3516;Charcoal;betula;Reitan_2014b
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;UBA-19139;5057;28;-3951;-3789;95.4;N/A;Kokegrop;Charcoal;betula;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;UBA-19141;5055;27;-3951;-3788;95.4;N/A;Kokegrop;Charcoal;betula,_populus;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;UBA-19137;5021;28;-3943;-3711;95.4;N/A;Kokegrop;Charcoal;betula;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;UBA-19138;5017;29;-3943;-3709;95.4;N/A;Kokegrop;Charcoal;betula;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;UBA-19143;5010;27;-3939;-3707;95.4;N/A;Kokegrop;Charcoal;corylus;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;UBA-19142;4939;47;-3906;-3640;95.4;N/A;Grop;Charcoal;betula,_corylus;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;UBA-19140;4931;31;-3773;-3651;95.4;N/A;Ildsted;Charcoal;betula;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;UBA-19144;4891;31;-3749;-3637;95.4;N/A;Kokegrop;Charcoal;Unknown;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;UBA-19161;4813;46;-3697;-3385;95.4;N/A;Kokegrop;Charcoal;betula;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10483;Langangen_Vestgaard_6;Stone_Age;2011;TRa-4125;3775;30;-2293;-2057;95.4;N/A;Lag_1;Bone;castor_fiber;Reitan_2014c
Vestfold_og_Telemark;Porsgrunn;10485;Rognlien;Stone_Age;1957-1958;T-133;4700;120;-3709;-3096;95.4;N/A;Layer_in_house;Charcoal;Unknown;"Nydal_1960;_Mikkelsen_1989_(Beta-4021)"
Vestfold_og_Telemark;Porsgrunn;10485;Rognlien;Stone_Age;1957-1959;T-1873;4600;130;-3640;-2939;95.4;N/A;Trench_in_wall_of_house;Charcoal;Unknown;"Gulliksen_et_al._1978;_Mikkelsen_1989_(Beta-4022)"
Vestfold_og_Telemark;Porsgrunn;10485;Rognlien;Stone_Age;1957-1960;Beta-4023;4090;35;-2864;-2495;95.4;N/A;Lag;Bone;Alces_alces;Solheim_p.m.
Vestfold_og_Telemark;Porsgrunn;10487;Vallermyrene_1;Stone_Age;2011;Ua-45182;5770;35;-4711;-4537;95.4;N/A;Hearth_A322;Charcoal;pinus;Reitan_2014
Vestfold_og_Telemark;Porsgrunn;10487;Vallermyrene_1;Stone_Age;2011;Ua-45181;5748;35;-4691;-4501;95.4;N/A;Hearth_A301;Charcoal;pinus;Reitan_2014
Vestfold_og_Telemark;Porsgrunn;10487;Vallermyrene_1;Stone_Age;2011;Ua-45180;5373;34;-4331;-4062;95.4;N/A;Hearth_A391;Charcoal;betula;Reitan_2014
Vestfold_og_Telemark;Porsgrunn;10488;Vallermyrene_2;Stone_Age;2011;Ua-45257;4890;32;-3760;-3636;95.4;N/A;Ildsted_A1017;Charcoal;corylus;Reitan_2014d
Vestfold_og_Telemark;Porsgrunn;10489;Vallermyrene_4;Stone_Age;2011;Ua-45169;6489;50;-5541;-5340;95.4;N/A;Layer_10;Bone;mammalia;Eigeland_and_Fossum_2014
Vestfold_og_Telemark;Porsgrunn;10489;Vallermyrene_4;Stone_Age;2011;Ua-45170;6381;37;-5469;-5307;95.4;N/A;Layer_3;Bone;mammalia;Eigeland_and_Fossum_2014
Vestfold_og_Telemark;Porsgrunn;10489;Vallermyrene_4;Stone_Age;2011;Ua-45172;6197;40;-5294;-5041;95.4;N/A;Pit_A869;Charcoal;pinus;Eigeland_and_Fossum_2014
Vestfold_og_Telemark;Porsgrunn;10489;Vallermyrene_4;Stone_Age;2011;Ua-45171;6067;41;-5202;-4842;95.4;N/A;Pit_A869;Charcoal;pinus;Eigeland_and_Fossum_2014
Vestfold_og_Telemark;Rauland;10490;Finnroi;Stone_Age;1959-1960;T-216;5900;150;-5207;-4458;95.4;N/A;Cultural_layer;Charcoal;Unknown;Nydal_et_al._1964
Vestfold_og_Telemark;Rauland;10490;Finnroi;Stone_Age;1959-1960;Beta-4024;4000;150;-2905;-2061;95.4;N/A;Lag;Charcoal;Unknown;Martens_og_Hagen_1961
Vestfold_og_Telemark;Rauland;10491;Sporanes;Settlement;1959;T-258;3550;150;-2333;-1509;95.4;N/A;Layer;Charcoal;Unknown;Nydal_1962
Vestfold_og_Telemark;Sande;10591;Sandvigen;Stone_Age;2000;Tua-3086;5115;70;-4046;-3713;95.4;N/A;S85/87;Charcoal;Unknown;Persson_2008
Vestfold_og_Telemark;Sande;10591;Sandvigen;Stone_Age;2000;Tua-3087;5075;70;-4033;-3705;95.4;N/A;S110;Charcoal;Unknown;Persson_2008
Vestfold_og_Telemark;Sande;10591;Sandvigen;Stone_Age;2000;Tua-3088;5065;70;-3989;-3700;95.4;N/A;S153;Charcoal;Unknown;Persson_2008
Vestfold_og_Telemark;Sande;10591;Sandvigen;Stone_Age;2000;Tua-3089;5055;70;-3981;-3696;95.4;N/A;S184;Charcoal;Unknown;Persson_2008
Vestfold_og_Telemark;Sande;10591;Sandvigen;Stone_Age;2000;Tua-3085;5000;80;-3957;-3654;95.4;N/A;S26;Charcoal;Unknown;Persson_2008
Vestfold_og_Telemark;Sandefjord;10592;Auve;Stone_Age;1976-1999;Tua-3724;4420;80;-3341;-2908;95.4;N/A;Lag;Charcoal;hardwood;oestmo_2008:185,_212-213
Vestfold_og_Telemark;Sandefjord;10592;Auve;Stone_Age;1976-1999;T-3437;4380;200;-3630;-2496;95.4;N/A;Lag;Charcoal;pinus;oestmo_2008:185,_212-213
Vestfold_og_Telemark;Sandefjord;10592;Auve;Stone_Age;1976-1999;Tua-3723;4365;55;-3322;-2887;95.5;N/A;Lag;Charcoal;hardwood;oestmo_2008:185,_212-213
Vestfold_og_Telemark;Sandefjord;10592;Auve;Stone_Age;1976-1999;Tua-3725;4355;55;-3312;-2882;95.4;N/A;Lag;Charcoal;hardwood;oestmo_2008:185,_212-213
Vestfold_og_Telemark;Sandefjord;10592;Auve;Stone_Age;1976-1999;T-4838;4330;190;-3516;-2475;95.4;N/A;Lag;Charcoal;hardwood;oestmo_2008:185,_212-213
Vestfold_og_Telemark;Sandefjord;10592;Auve;Stone_Age;1976-1998;T-3438;4240;160;-3353;-2466;95.4;N/A;Lag;Charcoal;pinus;oestmo_2008:185,_212-213
Vestfold_og_Telemark;Sandefjord;10592;Auve;Stone_Age;1976-1999;Tua-3721;4240;45;-2924;-2670;95.4;N/A;Lag;Charcoal;hardwood;oestmo_2008:185,_212-213
